960,0,36,1,0,1,0,0,0,2
1,960,34,0,0,4,0,0,0,1
0,0,995,0,0,0,0,2,0,3
0,0,36,961,0,3,0,0,0,0
0,0,38,0,960,1,0,1,0,0
0,0,40,0,0,960,0,0,0,0
1,0,36,1,0,2,960,0,0,0
0,0,40,0,0,0,0,960,0,0
0,0,36,2,0,2,0,0,960,0
0,0,37,1,0,1,0,0,0,961
